priority,issue_type,suggested_action,tag_example,row,country,store,status,note,google_name,google_link,detail
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,270,阿联酋,JBC4,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee JBC4 United Arab Emirates,Cotti Coffee JBC4 United Arab Emirates Available filters for this search Learn more about legal disclosure regarding public r,https://www.google.com/maps/search/Cotti+Coffee+JBC4+United+Arab+Emirates,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,271,阿联酋,Jafza One,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Jafza View 18&19,https://www.google.com/maps/search/Cotti+Coffee+Jafza+One+United+Arab+Emirates,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,272,阿联酋,Jafza Views18&19,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Jafza View 18&19,https://www.google.com/maps/search/Cotti+Coffee+Jafza+Views18%2619+United+Arab+Emirates,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,273,阿联酋,Lulu Souk Warsan,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee- LuLu Souk Warsan,https://www.google.com/maps/search/Cotti+Coffee+Lulu+Souk+Warsan+United+Arab+Emirates,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,274,阿联酋,Mega Mall,已查询,搜索结果第一条命中，建议抽查,Cotti coffee-Megamall,https://www.google.com/maps/search/Cotti+Coffee+Mega+Mall+United+Arab+Emirates,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,275,阿联酋,Muraqqabat,需人工核对,【reject】Google门店名称与人工维护名称差异较大（人工: Cotti Coffee - Muraqqabat Express → 本次: Cotti Coffee - Al Ghurair Center 4.4(76) · AED 1–50 Coffee store · Al Rigga Rd Open · Closes 10 PM Onsite services Cotti Coff）,Cotti Coffee - Muraqqabat Express,https://www.google.com/maps/search/Cotti+Coffee+Muraqqabat+United+Arab+Emirates,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,275,阿联酋,Muraqqabat,需人工核对,【reject】Google门店名称与人工维护名称差异较大（人工: Cotti Coffee - Muraqqabat Express → 本次: Cotti Coffee - Al Ghurair Center 4.4(76) · AED 1–50 Coffee store · Al Rigga Rd Open · Closes 10 PM Onsite services Cotti Coff）,Cotti Coffee - Muraqqabat Express,https://www.google.com/maps/search/Cotti+Coffee+Muraqqabat+United+Arab+Emirates,请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,275,阿联酋,Muraqqabat,需人工核对,【reject】Google门店名称与人工维护名称差异较大（人工: Cotti Coffee - Muraqqabat Express → 本次: Cotti Coffee - Al Ghurair Center 4.4(76) · AED 1–50 Coffee store · Al Rigga Rd Open · Closes 10 PM Onsite services Cotti Coff）,Cotti Coffee - Muraqqabat Express,https://www.google.com/maps/search/Cotti+Coffee+Muraqqabat+United+Arab+Emirates,建议人工确认真实 place 链接
低,暂无评分评论,无需补评分；保留真实 place 链接，并在备注保留 【confirmed:no_reviews】,【confirmed:no_reviews】真实门店，暂无评分评论,276,阿联酋,Publishing Pavilion,暂无评分评论,【confirmed:no_reviews】真实门店，暂无评分评论,Cotti Coffee- Publishing Pavilion,"https://www.google.com/maps/place/Cotti+Coffee-+Publishing+Pavilion/@25.0364884,55.1903917,17z/data=!3m1!4b1!4m6!3m5!1s0x3e5f6dbb082e6f63:0xfe5fba05b497e4d7!8m2!3d25.0364884!4d55.1903917!16s%2Fg%2F11z6qsljyb?entry=ttu",已人工标记为 暂无评分评论；后续周更会继续尝试但不作为高优先级失败
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,277,阿联酋,Reef Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Reef Mall,https://www.google.com/maps/search/Cotti+Coffee+Reef+Mall+United+Arab+Emirates,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,278,阿联酋,Reef Tower,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee-Reef Tower,https://www.google.com/maps/search/Cotti+Coffee+Reef+Tower+United+Arab+Emirates,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,281,阿联酋,Singlong,需人工核对,【reject】评论数低于原累计评论数（原 9 → 本次 8），疑似抓取错误,Cotti Coffee-Singlong,"https://www.google.com/maps/place/Cotti+Coffee-Singlong/@25.1031413,55.1658798,17z/data=!3m1!4b1!4m6!3m5!1s0x3e5f6bbe3dad006d:0x7e0fc9b6a6d5b08!8m2!3d25.1031413!4d55.1658798!16s%2Fg%2F11wvc8tfc8?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,281,阿联酋,Singlong,需人工核对,【reject】评论数低于原累计评论数（原 9 → 本次 8），疑似抓取错误,Cotti Coffee-Singlong,"https://www.google.com/maps/place/Cotti+Coffee-Singlong/@25.1031413,55.1658798,17z/data=!3m1!4b1!4m6!3m5!1s0x3e5f6bbe3dad006d:0x7e0fc9b6a6d5b08!8m2!3d25.1031413!4d55.1658798!16s%2Fg%2F11wvc8tfc8?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,282,阿联酋,Souq Extra,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - DSO Souq Extra,https://www.google.com/maps/search/Cotti+Coffee+Souq+Extra+United+Arab+Emirates,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,283,阿联酋,Taiwan Cake,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Taiwan Cake Express,https://www.google.com/maps/search/Cotti+Coffee+Taiwan+Cake+United+Arab+Emirates,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,284,马来西亚,Aman Central,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - Aman Central,https://www.google.com/maps/search/Cotti+Coffee+Aman+Central+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,285,马来西亚,Amcorp Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - Amcorp Mall,https://www.google.com/maps/search/Cotti+Coffee+Amcorp+Mall+Malaysia,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,286,马来西亚,Bandar Sri Permaisuri,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Bandar+Sri+Permaisuri+Malaysia,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,286,马来西亚,Bandar Sri Permaisuri,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Bandar+Sri+Permaisuri+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,287,马来西亚,China Town Sand Hotel,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE- China Town Sand Hotel,https://www.google.com/maps/search/Cotti+Coffee+China+Town+Sand+Hotel+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,288,马来西亚,Damansara City Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Damansara City Mall,https://www.google.com/maps/search/Cotti+Coffee+Damansara+City+Mall+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,289,马来西亚,EKO BOTANI,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee-EKO BOTANI,https://www.google.com/maps/search/Cotti+Coffee+EKO+BOTANI+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,290,马来西亚,Hextar World Empire City Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - Hextar World Empire City Mall,https://www.google.com/maps/search/Cotti+Coffee+Hextar+World+Empire+City+Mall+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,291,马来西亚,JONKER MELAKA,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - JONKER STREET,https://www.google.com/maps/search/Cotti+Coffee+JONKER+MELAKA+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,292,马来西亚,Leisure Mall Cheras,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Leisure Mall Cheras,https://www.google.com/maps/search/Cotti+Coffee+Leisure+Mall+Cheras+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,293,马来西亚,Metro Point Kajang,已查询,搜索结果第一条命中，建议抽查,Metro Point Kajang Cotti coffee,https://www.google.com/maps/search/Cotti+Coffee+Metro+Point+Kajang+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,294,马来西亚,Mydin Bukit Mertajam,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE 库迪咖啡-Mydin Bukit Mertajam,https://www.google.com/maps/search/Cotti+Coffee+Mydin+Bukit+Mertajam+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,295,马来西亚,PJ New Town,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - PJ New Town,https://www.google.com/maps/search/Cotti+Coffee+PJ+New+Town+Malaysia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,296,马来西亚,Plaza KLTS,需人工核对,【reject】评论数低于原累计评论数（原 48 → 本次 47），疑似抓取错误,Cotti Coffee 库迪咖啡 - Plaza KLTS,https://www.google.com/maps/search/Cotti+Coffee+Plaza+KLTS+Malaysia,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,296,马来西亚,Plaza KLTS,需人工核对,【reject】评论数低于原累计评论数（原 48 → 本次 47），疑似抓取错误,Cotti Coffee 库迪咖啡 - Plaza KLTS,https://www.google.com/maps/search/Cotti+Coffee+Plaza+KLTS+Malaysia,请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,296,马来西亚,Plaza KLTS,需人工核对,【reject】评论数低于原累计评论数（原 48 → 本次 47），疑似抓取错误,Cotti Coffee 库迪咖啡 - Plaza KLTS,https://www.google.com/maps/search/Cotti+Coffee+Plaza+KLTS+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,297,马来西亚,Queensbay Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - Queensbay Mall,https://www.google.com/maps/search/Cotti+Coffee+Queensbay+Mall+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,298,马来西亚,Sunshine Central Penang,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee Sunshine,https://www.google.com/maps/search/Cotti+Coffee+Sunshine+Central+Penang+Malaysia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,299,马来西亚,Sunway Carnival Mall,需人工核对,【reject】评论数异常暴增（原 29 → 本次 106），疑似误命中商场/其它POI,COTTI COFFEE 库迪咖啡- Sunway Carnival Mall,https://www.google.com/maps/search/Cotti+Coffee+Sunway+Carnival+Mall+Malaysia,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,299,马来西亚,Sunway Carnival Mall,需人工核对,【reject】评论数异常暴增（原 29 → 本次 106），疑似误命中商场/其它POI,COTTI COFFEE 库迪咖啡- Sunway Carnival Mall,https://www.google.com/maps/search/Cotti+Coffee+Sunway+Carnival+Mall+Malaysia,请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,299,马来西亚,Sunway Carnival Mall,需人工核对,【reject】评论数异常暴增（原 29 → 本次 106），疑似误命中商场/其它POI,COTTI COFFEE 库迪咖啡- Sunway Carnival Mall,https://www.google.com/maps/search/Cotti+Coffee+Sunway+Carnival+Mall+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,300,马来西亚,Sunway Velocity Mall,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE 库迪咖啡 - Sunway Velocity Mall,https://www.google.com/maps/search/Cotti+Coffee+Sunway+Velocity+Mall+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,301,马来西亚,TAR UMT,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - TAR UMT,https://www.google.com/maps/search/Cotti+Coffee+TAR+UMT+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,302,马来西亚,The Gardens North Tower,已查询,搜索结果第一条命中，建议抽查；补漏query命中: Cotti Coffee The Gardens North Tower Malaysia,Cotti Coffee 库迪咖啡 - The Garden North Tower,https://www.google.com/maps/search/Cotti+Coffee+The+Gardens+North+Tower+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,303,马来西亚,The Mines Shopping Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - The Mines,https://www.google.com/maps/search/Cotti+Coffee+The+Mines+Shopping+Mall+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,304,马来西亚,UCSI Block A,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee UCSI Block A - 库迪咖啡,https://www.google.com/maps/search/Cotti+Coffee+UCSI+Block+A+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,305,马来西亚,UOA Business Park,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 -UOA Business Park,https://www.google.com/maps/search/Cotti+Coffee+UOA+Business+Park+Malaysia,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,306,马来西亚,Wisma New Asia,需人工核对,搜索结果第一条不确定（名称/地域与目标门店匹配度低）,Cotti Coffee 库迪咖啡 - Wisma New Asia,https://www.google.com/maps/search/Cotti+Coffee+Wisma+New+Asia+Malaysia,当前状态需要人工确认
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,306,马来西亚,Wisma New Asia,需人工核对,搜索结果第一条不确定（名称/地域与目标门店匹配度低）,Cotti Coffee 库迪咖啡 - Wisma New Asia,https://www.google.com/maps/search/Cotti+Coffee+Wisma+New+Asia+Malaysia,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,307,马来西亚,Xiamen University Malaysia,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - Xiamen University,https://www.google.com/maps/search/Cotti+Coffee+Xiamen+University+Malaysia+Malaysia,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,308,加拿大,Pacific Mall/太古广场,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.8250082,-79.3474423,13z/data=!4m10!1m2!2m1!1z5aSq5Y-k5bm_5Zy6IGNvdHRp!3m6!1s0x89d4d103465ca9eb:0x43e35941dc3c673!8m2!3d43.8047884!4d-79.2886127!15sChLlpKrlj6Tlub_lnLogY290dGlaFSIT5aSq5Y-kIOW5v-WcuiBjb3R0aZIBC2NvZmZlZV9zaG9wmgEjQ2haRFNVaE5NRzluUzBWUWRXaHJaVmRVTVdaTVdFaEJFQUXgAQD6AQQICxAV!16s%2Fg%2F11x6p809rw?entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,308,加拿大,Pacific Mall/太古广场,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.8250082,-79.3474423,13z/data=!4m10!1m2!2m1!1z5aSq5Y-k5bm_5Zy6IGNvdHRp!3m6!1s0x89d4d103465ca9eb:0x43e35941dc3c673!8m2!3d43.8047884!4d-79.2886127!15sChLlpKrlj6Tlub_lnLogY290dGlaFSIT5aSq5Y-kIOW5v-WcuiBjb3R0aZIBC2NvZmZlZV9zaG9wmgEjQ2haRFNVaE5NRzluUzBWUWRXaHJaVmRVTVdaTVdFaEJFQUXgAQD6AQQICxAV!16s%2Fg%2F11x6p809rw?entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,309,卡塔尔,Abu Sidra Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Abu Sidra Mall,https://www.google.com/maps/search/Cotti+Coffee+Abu+Sidra+Mall+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,309,卡塔尔,Abu Sidra Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Abu Sidra Mall,https://www.google.com/maps/search/Cotti+Coffee+Abu+Sidra+Mall+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,310,卡塔尔,Al Fardan Centre,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Fardan Centre,https://www.google.com/maps/search/Cotti+Coffee+Al+Fardan+Centre+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,310,卡塔尔,Al Fardan Centre,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Fardan Centre,https://www.google.com/maps/search/Cotti+Coffee+Al+Fardan+Centre+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,311,卡塔尔,Al Fardan Tower West Bay,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Fardan Tower West Bay,https://www.google.com/maps/search/Cotti+Coffee+Al+Fardan+Tower+West+Bay+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,311,卡塔尔,Al Fardan Tower West Bay,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Fardan Tower West Bay,https://www.google.com/maps/search/Cotti+Coffee+Al+Fardan+Tower+West+Bay+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,312,卡塔尔,Al Jazeera Tower,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Jazeera Tower,https://www.google.com/maps/search/Cotti+Coffee+Al+Jazeera+Tower+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,312,卡塔尔,Al Jazeera Tower,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Jazeera Tower,https://www.google.com/maps/search/Cotti+Coffee+Al+Jazeera+Tower+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,313,卡塔尔,Al Mansoura,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Mansoura,https://www.google.com/maps/search/Cotti+Coffee+Al+Mansoura+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,313,卡塔尔,Al Mansoura,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Al Mansoura,https://www.google.com/maps/search/Cotti+Coffee+Al+Mansoura+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,314,卡塔尔,Al Sadd Metro Station,已查询,搜索结果第一条命中，建议抽查,"Cotti Coffee - Dar Al Salam Mall 4.8(85) · QAR 1–50 咖啡店 · 6FXQ+6VM, Mesaimeer Rd Open · Closes 11 PM  Order online Batteel C",https://www.google.com/maps/search/Cotti+Coffee+Al+Sadd+Metro+Station+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,314,卡塔尔,Al Sadd Metro Station,已查询,搜索结果第一条命中，建议抽查,"Cotti Coffee - Dar Al Salam Mall 4.8(85) · QAR 1–50 咖啡店 · 6FXQ+6VM, Mesaimeer Rd Open · Closes 11 PM  Order online Batteel C",https://www.google.com/maps/search/Cotti+Coffee+Al+Sadd+Metro+Station+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,315,卡塔尔,Bin Al Sheikh Towers Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Bin Al Sheikh Towers Doha,https://www.google.com/maps/search/Cotti+Coffee+Bin+Al+Sheikh+Towers+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,315,卡塔尔,Bin Al Sheikh Towers Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Bin Al Sheikh Towers Doha,https://www.google.com/maps/search/Cotti+Coffee+Bin+Al+Sheikh+Towers+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,316,卡塔尔,Burj Al Fardan,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Burj Al Fardan,https://www.google.com/maps/search/Cotti+Coffee+Burj+Al+Fardan+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,316,卡塔尔,Burj Al Fardan,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Burj Al Fardan,https://www.google.com/maps/search/Cotti+Coffee+Burj+Al+Fardan+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,317,卡塔尔,City Center Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - City Center Doha,https://www.google.com/maps/search/Cotti+Coffee+City+Center+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,317,卡塔尔,City Center Doha,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - City Center Doha,https://www.google.com/maps/search/Cotti+Coffee+City+Center+Doha+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,318,卡塔尔,Dar Al Salam Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Dar Al Salam Mall,https://www.google.com/maps/search/Cotti+Coffee+Dar+Al+Salam+Mall+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,318,卡塔尔,Dar Al Salam Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Dar Al Salam Mall,https://www.google.com/maps/search/Cotti+Coffee+Dar+Al+Salam+Mall+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,319,卡塔尔,Doha Mall,已查询,,Cotti Coffee - Doha Mall,"https://www.google.com/maps/place/Cotti+Coffee+-+Doha+Mall/@25.2330861,51.4655612,13z/data=!4m10!1m2!2m1!1sDoha+Mall+cotti!3m6!1s0x3e45d100702b50f7:0x6696816052190023!8m2!3d25.2337774!4d51.5068483!15sCg9Eb2hhIE1hbGwgY290dGlaESIPZG9oYSBtYWxsIGNvdHRpkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11xkxw1s73?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,320,卡塔尔,Dragon Mart,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Dragon Mart,https://www.google.com/maps/search/Cotti+Coffee+Dragon+Mart+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,320,卡塔尔,Dragon Mart,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Dragon Mart,https://www.google.com/maps/search/Cotti+Coffee+Dragon+Mart+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,321,卡塔尔,Ezdan Mall Al Gharaffa,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Ezdan Mall Al Gharaffa,https://www.google.com/maps/search/Cotti+Coffee+Ezdan+Mall+Al+Gharaffa+%E5%8D%A1%E5%A1%94%E5%B0%94,建议人工确认真实 place 链接
低,历史残留,若底表已删除，保持归档；不参与每周抓取,,321,卡塔尔,Ezdan Mall Al Gharaffa,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Ezdan Mall Al Gharaffa,https://www.google.com/maps/search/Cotti+Coffee+Ezdan+Mall+Al+Gharaffa+%E5%8D%A1%E5%A1%94%E5%B0%94,主表有但底表没有；默认周更不再抓取
